day_and_date,start_time,end_time,title,program_track,location,speakers_or_contributors,affiliations,keywords_tags,interest_area,registration_category,session_url,description
"Thursday, 23 July 2026",4:25pm,4:35pm,RaDe-GS: Rasterizing Depth in Gaussian Splatting,Technical Paper,Room 408 B,Baowen Zhang; Chuan Fang; Rakesh Shrestha; Yixun Liang; xiaoxiao Long; Ping Tan,Hong Kong University of Science and Technology; Nanjing University; Simon Fraser University,Geometry; Modeling; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=paperstog_112&sess=sess138,"Gaussian Splatting enables high-quality, real-time novel-view synthesis, but extracting detailed 3D geometry remains challenging. We introduce a rasterized approach to render the depth and normal maps for general 3D Gaussian primitives. Our method significantly enhances shape reconstruction accuracy while maintaining the computational efficiency of Gaussian Splatting."
"Thursday, 23 July 2026",4:25pm,4:45pm,The Proactive Pipeline: Liquid Production Metadata for CG Pipelines,Talks,Room 408 A,Alok Gandhi,Skydance Animation,,Production & Animation,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_259&sess=sess168,"The Proactive Pipeline introduces two production-proven data-modeling innovations for CG pipelines: schema-flexible production metadata using JSONB in a relational database, and live dependency graphs projected from relational state. Deployed across productions, an event backbone delivers reliable real-time data to artists and workflows, eliminating refresh-and-wait cycles and achieving 20× lower latency."
"Thursday, 23 July 2026",4:35pm,5:05pm,Gaussian Reconstruction - Interactive Discussion,Technical Paper,Room 408 B,,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_157&sess=sess138,"After the summary presentations, attendees will participate in an interactive discussion. Outside the room will be a series of poster boards for authors to gather around with the audience. Authors are invited to bring any material related to their paper that could instigate further conversation such as printouts, posters, demos, or other presentation aids. The interactive discussions provide attendees more interaction with the individual authors."
"Thursday, 23 July 2026",4:35pm,5:05pm,"Mapping, Untangling & Summarizing Surfaces - Interactive Discussion",Technical Paper,Room 403 B,,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_156&sess=sess129,"After the summary presentations, attendees will participate in an interactive discussion. Outside the room will be a series of poster boards for authors to gather around with the audience. Authors are invited to bring any material related to their paper that could instigate further conversation such as printouts, posters, demos, or other presentation aids. The interactive discussions provide attendees more interaction with the individual authors."
"Thursday, 23 July 2026",4:35pm,4:45pm,VfxDB: A Visual Effects Volume Dataset and Benchmark for VDB-Native Generative Modeling,Technical Paper,Room 403 A,Junwei Shu; Hantang Liu; Dawei Miao; Wenzheng Song; Mingyang Yuan; Wenjie Liu; Changgu Chen; Yang Li; Changbo Wang,East China Normal University; Independent Researcher; KunByte,Artificial Intelligence/Machine Learning,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1065&sess=sess101,"VfxDB introduces a pioneering 1-million-sample dataset tailored for VDB-native generation of sparse volumetric VFX sequences, alongside a reproducible benchmark suite. Validated by a scalable diffusion baseline featuring our Atomic-Continuous prior, this comprehensive pipeline establishes essential infrastructure for future 3D volume generative modeling."
"Thursday, 23 July 2026",4:45pm,5:15pm,Multimodal Learning - Interactive Discussion,Technical Paper,Room 403 A,,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_155&sess=sess101,"After the summary presentations, attendees will participate in an interactive discussion. Outside the room will be a series of poster boards for authors to gather around with the audience. Authors are invited to bring any material related to their paper that could instigate further conversation such as printouts, posters, demos, or other presentation aids. The interactive discussions provide attendees more interaction with the individual authors."
"Thursday, 23 July 2026",4:45pm,5:05pm,Pashboard: Modernizing Rez for Animation,Talks,Room 408 A,Ryan Bland; Jacob Melvin; Chethna Kabeerdoss,Netflix Animation Studios,Animation; Pipeline Tools and Work,Production & Animation,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_204&sess=sess168,"Netflix Animation Studios presents Pashboard, a cloud-native evolution of the Rez package manager. By integrating with Netflix’s streaming infrastructure and zero-trust security, Pashboard solves the latency and access hurdles of traditional on-premise pipelines. This novel system enables a high-performance, globally distributed software workflow for artists and developers across six continents."
"Thursday, 23 July 2026",5:15pm,5:30pm,Technical Papers Closing Session,Technical Paper,Room 403 A,,,,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null,
"Thursday, 23 July 2026",8:00am,8:45am,Frontier Talk: UNIX V4 and the Utah Teapot,Frontiers,Room 408 B,Thalia Archibald,University of Utah,Education,Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=ftalk_101&sess=sess369,"We recently recovered UNIX V4 from a 1974 magnetic tape at the University of Utah. This version of the UNIX operating system, thought to have been lost, was the 19th copy distributed to the public, just months after the first public announcement. It was originally acquired by Martin Newell while managing the computer graphics laboratory, and it was likely connected to his foundational research in procedural modeling and the famous Utah teapot. This talk shows the unique insight this artifact provides into the dawn of computer graphics and the history of UNIX."
"Thursday, 23 July 2026",8:00am,9:00am,Women of SIGGRAPH Conversations (WOSC): Meet and Greet,ACM SIGGRAPH 365Birds of a Feather,Room 512,Mikki Rose; Mikki Rose; Shanna Alcide,"Conference Advisory Group, SIGGRAPH; Guru Studio","Diversity, Equity and Inclusion; Ethics and Society; Industry Insight; Networking",Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=thea_132&sess=sess530,"Come meet the WOSC team and share your thoughts on what we should focus on in the coming year! We want to hear from you on the types of events, topics, speakers, and types of community engagement we can help build within the SIGGRAPH community."
"Thursday, 23 July 2026",9:00am,9:20am,Blazing a New Trail of Curls,Talks,Room 515 A,Jacob Brooks; David Eberle; Alan Browning,Pixar Animation Studios,Animation; Dynamics; Simulation,New Technologies; Production & Animation,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_545&sess=sess175,"For Disney/Pixar’s Toy Story 5 character Blaze, we developed a grooming structure for tightly coiled curls, enabling rapid artistic iteration. We deployed Fizt Strands, built on our Fizt cloth solver, offering superior hair collision and stability. These advancements enabled believable curl simulation, complimenting the character’s ethnicity and personality."
"Thursday, 23 July 2026",9:00am,9:10am,Constant Mean Curvature Surfaces from Discrete Harmonic Maps,Technical Paper,Room 403 B,Yousuf Soliman; Peter Schröder; Ulrich Pinkall,Side Effects Software Inc; Technical University of Berlin; University of Bonn,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1129&sess=sess185,We present a simple discretization of constant mean curvature surfaces based on the classical observation that their Gauss maps are harmonic. Our construction is elementary---requiring only discrete Dirichlet energy minimization and a Poisson solve---yet it exactly mirrors this aspect of the smooth theory.
"Thursday, 23 July 2026",9:00am,9:10am,Divide and Truncate: A Penetration and Inversion Free Framework for Coupled Multi-physics System,Technical Paper,Room 403 A,Anka H. Chen; Jerry Hsu; Youssef Ayman; Miles Macklin,NVIDIA; The American University in Cairo; ZeroMatter,Animation; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_842&sess=sess113,"Divide and Truncate (DAT) is a unified framework for penetration-free coupling of multi-physics systems, including rigid bodies, volumetric soft bodies, thin shells, rods, and animated objects. DAT eliminates artificial damping and deadlock issues. Material- and solver-agnostic, DAT plugs into any iterative optimizer as a post-processing step."
"Thursday, 23 July 2026",9:00am,10:30am,"Feathers, Scales and Curls",Talks,Room 515 A,,,Animation; Dynamics; Geometry; Industry Insight; Modeling; Simulation,New Technologies; Production & Animation,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null,
"Thursday, 23 July 2026",9:00am,12:15pm,From Human Vision to Machine Vision,Technical Workshop,Room 406 AB,Kenneth Chen; Niall Williams; Colin Groth; Jenna Kang; Alexandre Chapiro; Qi Sun; Aaron Hertzmann; Laurie Wilcox; Richard Zhang; Rafał Mantiuk,"Adobe Research; Barnard University; New York University; Reality Labs Research, Meta; University of Cambridge; York University",Art; Artificial Intelligence/Machine Learning; Augmented Reality; Computer Vision; Display; Image Processing; Spatial Computing; Virtual Reality,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=twork_106&sess=sess219,"Visual computing encompasses the full range of technologies and methodologies involved in rendering, displaying, reconstructing, modeling, and recording visual data. Among the many subfields within visual computing, there has been a growing interest in two subfields in particular: human vision and machine vision. Human vision research focuses on understanding how human vision and cognition functions and using that knowledge to improve the user experience through realism, immersion, and responsiveness. In contrast, machine vision research focuses on building computational systems that complete a visual perception task, and may aim to mimic the structure or functionality of biological vision systems.

This workshop aims to facilitate dialogue and collaboration between researchers and practitioners in machine and human vision. By exploring common challenges, methodologies, and philosophical approaches, ranging from perceptually grounded models to data-driven deep learning frameworks, we hope to spark interdisciplinary discussion that drives innovation across the broader field of visual computing."
"Thursday, 23 July 2026",9:00am,12:15pm,"Frontiers Workshop: Dronevision, Holodecks, and Spatial Computing Using Swarms of Flying Light Specks",Frontiers,Room 501 ABC,Shahram Ghandeharizadeh; Shahram Ghandeharizadeh; Hamed Alimohammadzadeh; Shuqin Zhu; Jernej Barbic; Heather Culbertson,USC,Animation; Art; Digital Twins; Display; Geometry; Graphics Systems Architecture; Haptics; Hardware; Networking; Performance; Physical AI; Real-Time; Robotics; Scientific Visualization; Spatial Computing,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=fwork_105&sess=sess241,"This timely SIGGRAPH 2026 Frontiers workshop explores Flying Light Specks (FLSs), including their applications, current capabilities, and future research directions. An FLS is a miniature drone equipped with a lighting apparatus that serves as a building block for next-generation display systems. These systems range from desktop Dronevision platforms to room-scale holodecks and outdoor spatial-computing environments. Swarms of FLSs can illuminate graphics and animations visible to the naked eye, enabling users to interact with them using their bare hands. Topics include the classification of FLS devices with LightBender as a representative example, end-to-end architectures spanning content generation, illumination, and bare-hand interaction.

For more information visit: https://www.flsworkshop.com"
